link_behav,MPR(0),MPR(1),Car(0),Car(1),dist_distr,volume,num_seed,VehsDC(1),SpeedDC(1),AccelerationDC(1),QueueDelayDC(1),VehsDC(2),SpeedDC(2),AccelerationDC(2),QueueDelayDC(2),VehsDelay(1),VehDelayDelay(1)
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,4,1800,47,432.8,16.923706676535083,-1.2828717776314584,39.28326682032717,932.0,13.590623977978543,0.5007220760594672,90.12847866243662,1364.6,177.27754244834455
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,4,2000,47,421.0,17.332258298782403,-1.3357525348313923,42.06594690494546,943.8,13.93115821492008,0.6002886987427747,96.5293572607507,1365.8,188.32505422800833
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,5,600,47,9.0,36.11300228884742,-1.431568930512361,0.0,545.6,47.999441104229085,0.23730603439071726,0.0,555.2,0.6657196448401309
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,5,800,47,18.2,37.24934202146221,-0.8971284564074935,0.0,714.6,46.97298452553825,0.2683038152407026,0.0006094182825484766,733.2,0.9849903033631587
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,5,1000,47,30.2,34.70627132038824,-3.383764464312448,0.0,888.0,45.03961978797468,0.36738422069541427,0.0,918.6,1.6915772664843458
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,5,1200,47,58.2,33.00117768977151,-3.2422055392830034,0.0,1054.8,41.403825459875165,0.5554091891739145,0.0010242085661080085,1113.6,3.4021337659669784
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,5,1500,47,308.0,20.26715170954683,-2.547987597267678,1.9139093331293928,1042.8,22.364073539729674,0.6512543871859273,17.97808909104299,1348.6,53.969215925516224
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,5,1800,47,326.6,20.462955834748932,-2.232026207029305,20.362400569351955,1079.2,18.486203876771242,0.982837931730095,66.92797656489574,1408.2,152.4773516955077
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,5,2000,47,302.0,20.894435367068166,-2.1980928178328227,24.533418286098318,1086.8,18.65399392398477,1.0912217664182118,77.07082639211187,1389.8,168.12338412532404
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,6,600,47,8.6,35.04527215611227,-2.995511270230532,0.0,545.8,48.33565259835846,0.2639266314860793,0.0005214152700186213,555.2,0.7754112892863139
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,6,800,47,10.4,35.87240677184504,-3.2194583140105877,0.0,722.4,47.23052681438703,0.407052883582318,0.0006858710562414269,733.4,1.2311871416329707
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,6,1000,47,23.4,34.96949109998585,-2.144683616420676,0.0,895.2,45.18177305116713,0.5818958134043054,0.0,919.0,2.0666887550133204
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,6,1200,47,45.8,32.859177118433955,-3.1767355382246913,0.0,1067.4,41.62932949173127,0.7316788344994392,0.0021611026544612892,1113.6,4.1560923859778995
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,6,1500,47,216.6,23.627884996415396,-2.9339096967856593,1.293066553143186,1145.8,26.25944020877468,1.1261822550035372,8.944077486364737,1359.8,39.23455573836856
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,6,1800,47,249.0,22.405963350956917,-2.453824516877662,13.64019408261747,1143.8,21.89329763434265,1.339278780909775,53.28497020338234,1393.0,139.68639008995098
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,6,2000,47,242.8,22.746507046893296,-2.6067599902891017,15.535825857887636,1147.0,22.3519205167348,1.3110059398423775,58.226321148408545,1390.4,148.22124381505608
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,7,600,47,9.4,35.08123607072865,-3.5290942625437856,0.0,545.0,48.29744722081538,0.2211162401923085,0.0005204460966542744,555.2,0.7533319347362123
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,7,800,47,13.2,35.64028710709457,-3.3645989909989202,0.0,719.6,47.14893835361043,0.3800319508666207,0.0,733.4,1.1710655765967117
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,7,1000,47,31.4,34.557273114407884,-2.544772721745101,0.0,887.2,45.08872825414877,0.4486539736155408,0.0,919.0,1.987206260406189
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,7,1200,47,54.2,32.94388887099902,-3.2910167727811483,0.0,1058.8,41.38679038320579,0.648136237086303,0.0009819196587998818,1113.6,3.9090213389583086
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,7,1500,47,243.6,23.721387714317096,-3.213707156681116,1.4298622636566194,1116.0,24.95548253613489,0.9370005440064201,10.095335896262089,1357.6,42.74026784059563
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,7,1800,47,288.6,20.610993349326062,-2.1730545978994087,17.218097804573965,1090.4,19.696246745028606,1.1169894361356738,62.14816611541198,1379.6,148.78197153362413
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,7,2000,47,248.2,22.327198991160053,-2.229821552092915,17.726790362519957,1139.2,21.26233418289839,1.3091040809784866,61.303772247441046,1388.4,151.87272524246478
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,8,600,47,9.0,36.4035356171084,-1.4813498430831622,0.0,545.6,48.68979037997799,0.24415964663444067,0.0,555.0,0.8046376709961969
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,8,800,47,12.2,36.42549899819422,-2.4694233249985262,0.0,720.6,47.75251821864034,0.3588578855573308,0.0,733.4,1.271774485095059
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,8,1000,47,21.4,35.952546156778396,-1.543518194577031,0.0,896.6,46.18781776828535,0.5519661945519603,0.0003355704697986573,918.6,2.072266872566562
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,8,1200,47,38.8,33.63641516679578,-2.5245360313901433,0.0,1074.4,42.634762755042026,0.8005756136212889,0.000365736284889317,1113.6,4.460740239722469
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,8,1500,47,146.0,27.066183595268704,-2.3877085718993847,0.46457705631652335,1216.6,29.612892931291118,1.3971907603137728,6.998664420590816,1362.0,43.03718790507041
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,8,1800,47,178.0,24.675495173841476,-2.7334754238529526,4.813862036876651,1211.4,25.9309016479928,1.7111375533712017,34.73129479871134,1389.0,117.25532855669614
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,8,2000,47,185.0,24.243447377565086,-2.5144783606491523,6.171553561740562,1193.4,25.182343661594132,1.5964811199863589,43.17375560815069,1378.6,127.70732191143615
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.8,0.2,1,600,47,27.2,34.79359470511762,-4.593952279642361,0.0,527.4,48.766501408355246,-1.028288667396945,0.0,555.0,1.0537507937905892
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.8,0.2,1,800,47,52.0,34.399833439238876,-4.402118295577948,0.0,680.8,46.97897719884968,-0.9846549921684276,0.0,732.6,1.4343159414647821
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.8,0.2,1,1000,47,92.6,32.33806967759004,-4.7838485673601525,0.0,826.2,43.32088807802223,-0.9194272385334609,0.005846094156947114,919.2,2.5807040068360125
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.8,0.2,1,1200,47,237.2,24.54645294444681,-4.583374495013351,0.18771047686610312,871.0,33.2091690020127,-0.9176029838355444,0.8515855518528967,1106.8,9.18199211909192
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.8,0.2,1,1500,47,564.6,10.571571416780662,-0.5111599741433099,42.629240776152315,667.2,8.488267216071279,0.12404285618566582,117.29030480770226,1230.6,181.48822646072443
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.8,0.2,1,1800,47,568.2,10.781519021123243,-0.41176982383752436,63.39576230256853,672.2,8.420747016825691,0.124732669668373,150.66743817039568,1240.2,226.6848346666999
